[TEXTURES]
0	textures\mario.png	255	255	255
10	textures\enemy.png	200	200	200
40	textures\misc.png	225	255	255
50	textures\effect.png	0	0	0
100	textures\intro.png	25	25	25
30	textures\Map\Intro\intro_x3.png	25	25	25

[SPRITES]
# SMALL MARIO 
# idle left
10001	1722	24	1758	72	0
# walk
10002	1670	24	1713	72	0
#jump
10003	1560	24	1608	72	0
#pre-fly
10004	1503	24	1551	72	0
10005	1449	24	1497	72	0
#fly
10006	1392	24	1440	72	0
#stop
10007	1617	24	1659	72	0
#kick
10008	1062	24	1110	72	0
#handle-shell
#idle
10009	1173	24	1212	72	0
#run + jump
10010	1119	24	1164	72	0
#front
10011	1280	24	1330	72	0
#die 
10099	1224	24	1272	72	0

#BIG MARIO					
#idle big					
11001	1887	144	1929	225	0
#walk					
11002	1830	144	1878	225	0
11003	1773	144	1821	225	0
#sit					
11004	1341	170	1383	225	0
#jump					
11005	1659	144	1707	225	0
#pre-fly					
11006	1593	144	1650	225	0
11007	1527	144	1584	225	0
11008	1458	144	1515	225	0
#fly					
11009	1392	144	1449	225	0
#stop					
11010	1716	141	1764	225	0
#kick					
11011	993	144	1056	225	0
#handle-shell					
#idle					
11012	1176	144	1218	225	0
#run					
11013	1122	144	1167	225	0
#jump					
11014	1065	144	1113	225	0
#front
11015	1226	144	1276	225	0

#RACCOON MARIO					
#idle					
12001	2217	426	2280	510	0
#walk					
12002	2142	426	2208	510	0
12003	2064	426	2133	510	0
#sit					
12004	888	456	954	510	0
#jump					
12005	1680	426	1749	510	0
#drop					
12006	1602	426	1671	510	0
12007	1524	426	1593	510	0
12008	1449	426	1515	510	0
#run-pre-fly					
12009	1368	426	1440	510	0
12010	1287	426	1359	510	0
12011	1206	426	1278	510	0
#fly					
12012	1125	426	1197	510	0
12013	1044	426	1116	510	0
12014	963	426	1035	510	0
#stop					
12015	2007	422	2055	510	0
#spin					
12016	2191	320	2287	405	0
#spin-front (id = 2)
12017	2191	219	2287	304	0
12018	2191	112	2287	197	0
#kick					
12019	531	426	598	510	0
#handle-shell					
#idle					
12020	759	426	823	510	0
#run					
12021	684	426	751	510	0
#jump					
12022	606	426	676	510	0
					
#FIRE MARIO					
#idle big					
13001	1860	327	1903	409	0
#walk					
13002	1806	327	1852	409	0
13003	1747	327	1795	409	0
#sit					
13004	1213	354	1255	409	0
#jump					
13005	1530	327	1579	409	0
#pre-fly				
13006	1465	327	1522	409	0
13007	1398	327	1456	409	0
13008	1330	327	1387	409	0
#fly					
13009	1263	327	1321	409	0
#stop					
13010	1689	324	1738	409	0
#kick					
13011	864	327	928	409	0
#handle-shell					
#idle					
13012	1048	327	1090	409	0
#run					
13013	993	327	1039	409	0
#jump					
13014	937	327	985	409	0
#shoot fire					
13015	1638	327	1681	409	0
13016	1587	327	1630	409	0
#front
13017	1096	327	1147	409	0

#EFFECT					
#small to big					
19001	2052	2065	2095	2087	0
#big to raccoon	&& destroyed fireball	
19002	113	2	163	52	50
19003	173	2	211	52	50
19004	227	2	265	52	50
19005	280	2	321	52	50
#raccoon attack by tail
19006	0	0	55	51	50
19007	59	0	109	51	50

#raccoon roll				
19100	1004	1022	1066	1087	0
19101	1073	1022	1135	1087	0
19102	1139	1022	1204	1087	0
19103	1211	1022	1279	1087	0
19104	1286	1022	1348	1087	0
19105	1355	1022	1417	1087	0
19106	1424	1022	1489	1087	0
19107	1496	1022	1564	1087	0

#LEAF					
52001	528	361	589	413	40

#KOOPAS					
70001	82	196	133	280	10
70002	139	196	190	280	10
#die					
70003	85	289	136	340	10
70004	148	289	199	340	10
70005	211	289	262	340	10
70006	210	222	269	275	10

#PARAKOOPA - GREEN					
#WING					
71001	313	384	364	468	10
71002	376	384	427	468	10
71003	439	384	491	468	10
#NO-WING					
71004	91	355	143	436	10
71005	148	355	200	436	10
#DIE					
71006	94	444	145	497	10
71007	157	444	208	497	10
71008	219	444	272	497	10
71009	220	378	278	431	10
									
#GOOMBA					
30001	25	31	76	82	10
30002	94	31	145	82	10
#die					
30003	160	52	211	82	10

#curtain
20001	0	55	862	641	100
#curtain after open
20002	0	685	862	731	100
#three
20003	167	1364	295	1488	100
20004	305	1364	433	1488	100
20005	446	1364	574	1488	100
20006	584	1364	712	1488	100
#super mario bros					
20007	30	1057	862	1355	100
